"Jahr","Studie","Label","Wert","UKI","OKI","Fallzahl","var","Geschlecht","Bildung","Altersgruppe","Region","Fallzahl_gesamt","typ","stand","var_label","Indikator","Kennzahl","Standardisierung","Achsenbeschriftung","cut","Farbcode","Legende"
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",42.57,36.68,48.68,207,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Berlin",486,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(39.3,43.6]","2","39.3-43.6"
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",51.7,46.08,57.27,513,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Berlin",919,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(49.6,56.7]","3","49.6-56.7"
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",42.06,36.2,48.16,494,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Berlin",1133,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(38.8,44.4]","2","38.8-44.4"
2021,"GEDA2021","Übergewicht inkl. Adipositas (BMI >= 25)",58.88,40.66,74.96,37,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Berlin",84,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(53.8,61.2]","3","53.8-61.2"
2021,"GEDA2021","Übergewicht inkl. Adipositas (BMI >= 25)",47.19,33.02,61.83,48,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Berlin",103,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(42.4,49.3]","2","42.4-49.3"
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",48.61,43.3,53.95,581,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Berlin",1089,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","[48.6,52.4]","1","48.6-52.4"
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",41.33,36.51,46.32,509,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Berlin",1241,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(41.3,45.8]","2","41.3-45.8"
2002,"GSTel03","Übergewicht inkl. Adipositas (BMI >= 25)",50.77,43.65,57.86,137,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Brandenburg",265,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(50.6,56.8]","4","50.6-56.8"
2006,"GSTel06","Übergewicht inkl. Adipositas (BMI >= 25)",69.11,61.95,75.46,124,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Brandenburg",187,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(65.6,71.1]","5","65.6-71.1"
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",55.88,51.01,60.63,362,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Brandenburg",667,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(53.4,57]","4","53.4-57.0"
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",54.62,49.77,59.38,371,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Brandenburg",686,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(54.2,57.5]","4","54.2-57.5"
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",57.14,53.49,60.71,683,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Brandenburg",1173,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(57,61.3]","4","57.0-61.3"
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",60.62,57.25,63.9,609,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Brandenburg",1061,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(58.4,61]","5","58.4-61.0"
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",59.93,54.92,64.75,488,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Brandenburg",800,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(57.4,59.9]","5","57.4-59.9"
2021,"GEDA2021","Übergewicht inkl. Adipositas (BMI >= 25)",57.17,44.03,69.36,59,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Brandenburg",104,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(55,61.4]","3","55.0-61.4"
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",60.26,56.26,64.13,857,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Brandenburg",1452,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(59.3,62.3]","5","59.3-62.3"
2002,"GSTel03","Übergewicht inkl. Adipositas (BMI >= 25)",55.96,44.63,66.7,64,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Brandenburg",107,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(49.8,56]","3","49.8-56.0"
2002,"GSTel03","Übergewicht inkl. Adipositas (BMI >= 25)",46.25,37.36,55.38,73,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Brandenburg",158,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(43.3,51.7]","4","43.3-51.7"
2006,"GSTel06","Übergewicht inkl. Adipositas (BMI >= 25)",74.58,63.68,83.07,57,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Brandenburg",79,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(74.3,79.3]","5","74.3-79.3"
2006,"GSTel06","Übergewicht inkl. Adipositas (BMI >= 25)",63.91,54.18,72.62,67,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Brandenburg",108,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(63.8,71.5]","5","63.8-71.5"
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",62.15,54.75,69.02,172,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Brandenburg",269,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(59.1,62.8]","4","59.1-62.8"
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",49.64,43.21,56.09,190,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Brandenburg",398,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(47,51]","4","47-51.0"
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",57.85,50.57,64.81,173,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Brandenburg",302,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(56.4,58.7]","2","56.4-58.7"
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",51.34,44.93,57.7,198,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Brandenburg",384,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(48.4,52.9]","4","48.4-52.9"
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",62.51,57.25,67.49,386,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Brandenburg",580,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(59,63.1]","3","59.0-63.1"
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",51.81,46.71,56.87,297,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Brandenburg",593,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(51.6,56.1]","4","51.6-56.1"
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",64.52,59.5,69.25,308,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Brandenburg",472,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(61.1,65.2]","4","61.1-65.2"
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",56.83,52.23,61.31,301,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Brandenburg",589,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(53.6,57.2]","5","53.6-57.2"
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",66.99,59.87,73.41,257,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Brandenburg",379,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(62.6,67.7]","5","62.6-67.7"
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",53,46.16,59.74,231,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Brandenburg",421,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(52.3,55]","5","52.3-55.0"
2021,"GEDA2021","Übergewicht inkl. Adipositas (BMI >= 25)",66.15,42.99,83.5,34,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Brandenburg",48,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(63.1,70.8]","4","63.1-70.8"
2021,"GEDA2021","Übergewicht inkl. Adipositas (BMI >= 25)",49.75,33.88,65.67,25,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Brandenburg",56,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(46,56.2]","3","46.0-56.2"
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",64.86,58.84,70.43,423,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Brandenburg",639,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(63.5,66.7]","5","63.5-66.7"
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",55.29,50.01,60.45,434,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Brandenburg",813,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(53.2,57]","4","53.2-57.0"
2002,"GSTel03","Übergewicht inkl. Adipositas (BMI >= 25)",47.89,38.98,56.93,135,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Brandenburg",261,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(45.7,52.9]","3","45.7-52.9"
2006,"GSTel06","Übergewicht inkl. Adipositas (BMI >= 25)",68.54,59.12,76.65,124,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Brandenburg",187,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(66.3,71.9]","5","66.3-71.9"
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",54.23,49.02,59.35,362,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Brandenburg",667,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(51.7,56.6]","4","51.7-56.6"
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",53.29,48.42,58.1,371,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Brandenburg",684,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(52.9,56.8]","4","52.9-56.8"
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",54.31,50.38,58.19,683,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Brandenburg",1173,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(54.2,58.5]","4","54.2-58.5"
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",58.98,54.99,62.86,608,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Brandenburg",1060,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(58.7,62.2]","5","58.7-62.2"
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",58.21,52.21,63.97,487,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Brandenburg",795,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(55.7,58.2]","5","55.7-58.2"
2021,"GEDA2021","Übergewicht inkl. Adipositas (BMI >= 25)",56.88,41.88,70.71,59,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Brandenburg",104,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(53.8,60.5]","3","53.8-60.5"
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",59,54.85,63.02,853,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Brandenburg",1448,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(57.4,60.5]","5","57.4-60.5"
2002,"GSTel03","Übergewicht inkl. Adipositas (BMI >= 25)",54.77,39.72,69,64,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Brandenburg",107,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(53.3,60]","3","53.3-60.0"
2002,"GSTel03","Übergewicht inkl. Adipositas (BMI >= 25)",40.63,30.86,51.21,71,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Brandenburg",154,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(33.2,42.3]","3","33.2-42.3"
2006,"GSTel06","Übergewicht inkl. Adipositas (BMI >= 25)",75.25,61.7,85.16,57,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Brandenburg",79,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(70.5,75.7]","4","70.5-75.7"
2006,"GSTel06","Übergewicht inkl. Adipositas (BMI >= 25)",61.33,47.98,73.16,67,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Brandenburg",108,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(56.3,63.7]","4","56.3-63.7"
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",59.9,51.77,67.51,172,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Brandenburg",269,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(55.6,60.2]","3","55.6-60.2"
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",47.91,41.39,54.5,190,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Brandenburg",398,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(43.2,48.4]","4","43.2-48.4"
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",57.1,49.84,64.07,173,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Brandenburg",302,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(55.9,58.5]","2","55.9-58.5"
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",49.11,42.78,55.47,198,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Brandenburg",382,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(46.1,51.1]","4","46.1-51.1"
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",62.86,57.5,67.92,386,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Brandenburg",580,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(61,64.7]","4","61.0-64.7"
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",46,40.54,51.55,297,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Brandenburg",593,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(43.4,48.3]","3","43.4-48.3"
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",64.2,58.65,69.39,307,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Brandenburg",471,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(61.4,65.7]","4","61.4-65.7"
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",53.66,47.89,59.33,301,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Brandenburg",589,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(52.2,56.5]","5","52.2-56.5"
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",67.55,60.59,73.8,257,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Brandenburg",378,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(63.8,70.9]","5","63.8-70.9"
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",49.41,40.8,58.06,230,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Brandenburg",417,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(44.4,49.9]","3","44.4-49.9"
2021,"GEDA2021","Übergewicht inkl. Adipositas (BMI >= 25)",60.39,31.91,83.22,34,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Brandenburg",48,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(53.8,61.2]","3","53.8-61.2"
2021,"GEDA2021","Übergewicht inkl. Adipositas (BMI >= 25)",53.98,38.89,68.38,25,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Brandenburg",56,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(49.3,56.3]","3","49.3-56.3"
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",65.44,59.51,70.92,419,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Brandenburg",635,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(63.9,67.7]","5","63.9-67.7"
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",51.9,46.34,57.41,434,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Brandenburg",813,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(50.4,55]","4","50.4-55.0"
2002,"GSTel03","Übergewicht inkl. Adipositas (BMI >= 25)",38.13,25.72,52.3,28,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Bremen",80,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","[32.2,38.3]","1","32.2-38.3"
2006,"GSTel06","Übergewicht inkl. Adipositas (BMI >= 25)",55.87,39.56,71.01,19,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Bremen",40,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(54.6,60.1]","3","54.6-60.1"
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",42.71,33.17,52.82,72,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Bremen",189,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","[42.7,46.3]","1","42.7-46.3"
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",48.56,39.22,58,77,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Bremen",179,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(47.7,50.9]","2","47.7-50.9"
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",57.71,45.95,68.66,67,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Bremen",135,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(57,61.3]","4","57.0-61.3"
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",53.36,49.14,57.54,412,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Bremen",859,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(53,55.7]","3","53.0-55.7"
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",48.03,36.29,59.99,95,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Bremen",174,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","[47.5,50]","1","47.5-50.0"
2021,"GEDA2021","Übergewicht inkl. Adipositas (BMI >= 25)",56.25,29.3,79.95,13,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Bremen",20,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(55,61.4]","3","55.0-61.4"
