"Studien_jahr","Studie","Label","Wert","Wert_low","Wert_upp","n","var","sex","SDcasmin","agegr","bula","Fallzahl_gesamt","typ","stand","var_label","Indikator","Substrata"
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.1111,0.0927,0.1325,144,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Hessen",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.1218,0.0977,0.1509,93,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Rheinland-Pfalz",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0959,0.0827,0.1108,213,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Baden-Württemberg",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0852,0.0738,0.0981,243,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Bayern",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.112,0.0885,0.1409,83,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Saarland",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.1159,0.0917,0.1453,91,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Berlin",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.1111,0.09,0.1363,104,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Brandenburg",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.1031,0.0823,0.1285,95,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Mecklenburg-Vorpommern",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0812,0.0631,0.1038,86,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Sachsen",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0927,0.0729,0.1173,88,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Sachsen-Anhalt",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0765,0.0602,0.0968,90,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Thüringen",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.1138,0.0753,0.1684,43,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Schleswig-Holstein",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.1161,0.0783,0.1689,41,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Hamburg",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0942,0.0723,0.122,93,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Niedersachsen",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0709,0.0315,0.1522,8,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Bremen",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0934,0.0786,0.1107,240,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Nordrhein-Westfalen",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0795,0.0584,0.1074,75,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Hessen",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0666,0.044,0.0995,42,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Rheinland-Pfalz",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.053,0.0415,0.0674,110,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Baden-Württemberg",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0735,0.0595,0.0904,166,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Bayern",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0794,0.0617,0.1017,111,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Saarland",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0939,0.0728,0.1202,125,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Berlin",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0794,0.055,0.1132,50,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Brandenburg",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.1012,0.0597,0.1664,30,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Mecklenburg-Vorpommern",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0711,0.0485,0.103,47,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Sachsen",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0867,0.0566,0.1306,35,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Sachsen-Anhalt",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.1374,0.0952,0.1944,47,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Thüringen",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0642,0.0092,0.3371,1,"PKphq8_k3","Gesamt","Gesamt","Gesamt",NA,22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.0389,0.0175,0.0843,10,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Schleswig-Holstein",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.0983,0.0374,0.2341,10,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Hamburg",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.1186,0.0746,0.1834,39,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Niedersachsen",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.1761,0.0517,0.4556,4,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Bremen",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.1544,0.1182,0.199,83,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Nordrhein-Westfalen",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.1321,0.0813,0.2075,27,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Hessen",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.1009,0.0448,0.2117,12,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Rheinland-Pfalz",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.0719,0.0472,0.1082,39,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Baden-Württemberg",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.0701,0.0491,0.0992,48,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Bayern",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.0652,0.0235,0.1684,5,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Saarland",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.1442,0.0891,0.2248,33,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Berlin",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.0403,0.0156,0.1002,7,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Brandenburg",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.1127,0.0309,0.336,6,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Mecklenburg-Vorpommern",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.0989,0.0482,0.1922,19,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Sachsen",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.0784,0.0361,0.1619,9,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Sachsen-Anhalt",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.0881,0.0384,0.1894,8,"PKphq8_k3","Gesamt","Gesamt","Gesamt","Thüringen",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0953,0.0781,0.1159,127,"PKphq8_k3","Männlich","Gesamt","18-29 Jahre","Deutschland",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0942,0.0788,0.1123,170,"PKphq8_k3","Männlich","Gesamt","30-44 Jahre","Deutschland",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0958,0.0852,0.1075,358,"PKphq8_k3","Männlich","Gesamt","45-64 Jahre","Deutschland",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0465,0.0371,0.0581,104,"PKphq8_k3","Männlich","Gesamt","65-79 Jahre","Deutschland",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0902,0.0624,0.1287,47,"PKphq8_k3","Männlich","Gesamt",">=80 Jahre","Deutschland",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.1643,0.1453,0.1853,340,"PKphq8_k3","Weiblich","Gesamt","18-29 Jahre","Deutschland",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.1086,0.0949,0.1239,290,"PKphq8_k3","Weiblich","Gesamt","30-44 Jahre","Deutschland",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.1192,0.1085,0.1308,530,"PKphq8_k3","Weiblich","Gesamt","45-64 Jahre","Deutschland",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0575,0.0462,0.0714,117,"PKphq8_k3","Weiblich","Gesamt","65-79 Jahre","Deutschland",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.1948,0.1562,0.2401,100,"PKphq8_k3","Weiblich","Gesamt",">=80 Jahre","Deutschland",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0696,0.0501,0.0959,59,"PKphq8_k3","Männlich","Gesamt","18-29 Jahre","Deutschland",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0709,0.0537,0.0929,83,"PKphq8_k3","Männlich","Gesamt","30-44 Jahre","Deutschland",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0969,0.0805,0.1161,214,"PKphq8_k3","Männlich","Gesamt","45-64 Jahre","Deutschland",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0465,0.033,0.0651,81,"PKphq8_k3","Männlich","Gesamt","65-79 Jahre","Deutschland",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.058,0.0381,0.0873,42,"PKphq8_k3","Männlich","Gesamt",">=80 Jahre","Deutschland",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.1273,0.0982,0.1633,77,"PKphq8_k3","Weiblich","Gesamt","18-29 Jahre","Deutschland",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0917,0.0724,0.1154,124,"PKphq8_k3","Weiblich","Gesamt","30-44 Jahre","Deutschland",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.1015,0.0882,0.1165,374,"PKphq8_k3","Weiblich","Gesamt","45-64 Jahre","Deutschland",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0489,0.0384,0.0622,146,"PKphq8_k3","Weiblich","Gesamt","65-79 Jahre","Deutschland",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0729,0.0491,0.1068,64,"PKphq8_k3","Weiblich","Gesamt",">=80 Jahre","Deutschland",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.1101,0.0673,0.175,29,"PKphq8_k3","Männlich","Gesamt","18-29 Jahre","Deutschland",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.0889,0.0532,0.1449,26,"PKphq8_k3","Männlich","Gesamt","30-44 Jahre","Deutschland",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.0855,0.0586,0.1231,46,"PKphq8_k3","Männlich","Gesamt","45-64 Jahre","Deutschland",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.0616,0.0326,0.1134,21,"PKphq8_k3","Männlich","Gesamt","65-79 Jahre","Deutschland",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.1118,0.0659,0.1834,20,"PKphq8_k3","Männlich","Gesamt",">=80 Jahre","Deutschland",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.21,0.1363,0.3093,26,"PKphq8_k3","Weiblich","Gesamt","18-29 Jahre","Deutschland",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.1014,0.0629,0.1594,28,"PKphq8_k3","Weiblich","Gesamt","30-44 Jahre","Deutschland",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.1319,0.1017,0.1693,101,"PKphq8_k3","Weiblich","Gesamt","45-64 Jahre","Deutschland",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.0609,0.0384,0.0952,35,"PKphq8_k3","Weiblich","Gesamt","65-79 Jahre","Deutschland",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.0927,0.0577,0.1458,27,"PKphq8_k3","Weiblich","Gesamt",">=80 Jahre","Deutschland",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.1119,0.0978,0.1277,275,"PKphq8_k3","Männlich","Einfache Bildung","Gesamt","Deutschland",23551,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0861,0.0769,0.0963,410,"PKphq8_k3","Männlich","Mittlere Bildung","Gesamt","Deutschland",23551,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.045,0.0365,0.0554,120,"PKphq8_k3","Männlich","Höhere Bildung","Gesamt","Deutschland",23551,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.1445,0.1296,0.1607,375,"PKphq8_k3","Weiblich","Einfache Bildung","Gesamt","Deutschland",23551,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.111,0.1025,0.12,823,"PKphq8_k3","Weiblich","Mittlere Bildung","Gesamt","Deutschland",23551,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0659,0.0557,0.0778,175,"PKphq8_k3","Weiblich","Höhere Bildung","Gesamt","Deutschland",23551,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.1042,0.0844,0.1281,136,"PKphq8_k3","Männlich","Einfache Bildung","Gesamt","Deutschland",22209,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0759,0.0639,0.09,231,"PKphq8_k3","Männlich","Mittlere Bildung","Gesamt","Deutschland",22209,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0304,0.0245,0.0377,111,"PKphq8_k3","Männlich","Höhere Bildung","Gesamt","Deutschland",22209,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.1138,0.0944,0.1366,187,"PKphq8_k3","Weiblich","Einfache Bildung","Gesamt","Deutschland",22209,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0905,0.0791,0.1034,404,"PKphq8_k3","Weiblich","Mittlere Bildung","Gesamt","Deutschland",22209,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0523,0.0427,0.064,193,"PKphq8_k3","Weiblich","Höhere Bildung","Gesamt","Deutschland",22209,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.1311,0.0878,0.1914,30,"PKphq8_k3","Männlich","Einfache Bildung","Gesamt","Deutschland",4845,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.0807,0.0594,0.1088,68,"PKphq8_k3","Männlich","Mittlere Bildung","Gesamt","Deutschland",4845,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.0486,0.0342,0.0687,43,"PKphq8_k3","Männlich","Höhere Bildung","Gesamt","Deutschland",4845,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.1496,0.1044,0.2097,43,"PKphq8_k3","Weiblich","Einfache Bildung","Gesamt","Deutschland",4845,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.12,0.094,0.1519,117,"PKphq8_k3","Weiblich","Mittlere Bildung","Gesamt","Deutschland",4845,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.0781,0.0536,0.1125,56,"PKphq8_k3","Weiblich","Höhere Bildung","Gesamt","Deutschland",4845,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0755,0.0511,0.1102,32,"PKphq8_k3","Männlich","Gesamt","Gesamt","Schleswig-Holstein",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.1178,0.081,0.1681,33,"PKphq8_k3","Männlich","Gesamt","Gesamt","Hamburg",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0835,0.064,0.1083,68,"PKphq8_k3","Männlich","Gesamt","Gesamt","Niedersachsen",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0806,0.0537,0.1194,32,"PKphq8_k3","Männlich","Gesamt","Gesamt","Bremen",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.1087,0.0921,0.128,162,"PKphq8_k3","Männlich","Gesamt","Gesamt","Nordrhein-Westfalen",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0896,0.0657,0.1211,52,"PKphq8_k3","Männlich","Gesamt","Gesamt","Hessen",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.1107,0.0768,0.157,34,"PKphq8_k3","Männlich","Gesamt","Gesamt","Rheinland-Pfalz",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0862,0.068,0.1086,79,"PKphq8_k3","Männlich","Gesamt","Gesamt","Baden-Württemberg",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0574,0.0446,0.0737,78,"PKphq8_k3","Männlich","Gesamt","Gesamt","Bayern",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.1142,0.0818,0.1572,38,"PKphq8_k3","Männlich","Gesamt","Gesamt","Saarland",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0846,0.0543,0.1294,27,"PKphq8_k3","Männlich","Gesamt","Gesamt","Berlin",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0751,0.0511,0.109,30,"PKphq8_k3","Männlich","Gesamt","Gesamt","Brandenburg",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0832,0.0572,0.1197,35,"PKphq8_k3","Männlich","Gesamt","Gesamt","Mecklenburg-Vorpommern",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0745,0.0515,0.1067,37,"PKphq8_k3","Männlich","Gesamt","Gesamt","Sachsen",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0571,0.0381,0.0848,27,"PKphq8_k3","Männlich","Gesamt","Gesamt","Sachsen-Anhalt",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0787,0.0545,0.1124,42,"PKphq8_k3","Männlich","Gesamt","Gesamt","Thüringen",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0923,0.0658,0.1281,49,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Schleswig-Holstein",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.1304,0.1003,0.168,64,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Hamburg",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.1078,0.0877,0.1319,116,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Niedersachsen",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.1104,0.0783,0.1536,48,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Bremen",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
