"Jahr","Studie","Label","Wert","UKI","OKI","Fallzahl","var","Geschlecht","Bildung","Altersgruppe","Region","Fallzahl_gesamt","typ","stand","var_label","Indikator","Kennzahl","Standardisierung","Achsenbeschriftung","cut","Farbcode","Legende","invalid1","invalid2","invalidFall"
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",49.64,41.5,57.8,110,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",215,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(48.4,52.9]","4","48.4-52.9",FALSE,FALSE,FALSE
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",68.26,59.6,75.83,148,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",208,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(67.2,71.3]","5","67.2-71.3",FALSE,FALSE,FALSE
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",58.16,49.43,66.41,131,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",219,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(56.1,60.6]","5","56.1-60.6",FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",68.28,63.11,73.04,341,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",487,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(65.2,69.3]","5","65.2-69.3",FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",54.02,48.92,59.04,258,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",515,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(53.6,57.2]","5","53.6-57.2",FALSE,FALSE,FALSE
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",66.18,55.39,75.51,122,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",183,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(61.5,66.2]","5","61.5-66.2",FALSE,FALSE,FALSE
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",50.92,41.34,60.44,118,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",230,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(49.9,52.6]","4","49.9-52.6",FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",63.27,55.1,70.75,233,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",372,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(60.4,63.5]","4","60.4-63.5",FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",59.04,52.04,65.7,270,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",463,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(57.5,61.4]","5","57.5-61.4",FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",54.73,47.81,61.46,188,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",361,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(51.7,56.6]","4","51.7-56.6",FALSE,FALSE,FALSE
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",54.19,47.89,60.36,201,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",359,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(52.9,56.8]","4","52.9-56.8",FALSE,FALSE,FALSE
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",62.74,55.25,69.67,278,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",426,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(58.5,62.7]","5","58.5-62.7",FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",62.24,57.83,66.45,597,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",999,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(58.7,62.2]","5","58.7-62.2",FALSE,FALSE,FALSE
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",57.81,49.54,65.66,240,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",413,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(55.7,58.2]","5","55.7-58.2",FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",60.41,53.84,66.61,502,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",831,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(57.4,60.5]","5","57.4-60.5",FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",64.15,53.45,73.61,92,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",148,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(60.2,64.7]","4","60.2-64.7",FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",44.44,35.79,53.43,96,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",213,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(43.2,48.4]","4","43.2-48.4",FALSE,FALSE,FALSE
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",61.03,51.2,70.03,91,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",144,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(58.5,61.2]","3","58.5-61.2",FALSE,FALSE,FALSE
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",46.6,38.99,54.37,110,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",215,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(46.1,51.1]","4","46.1-51.1",FALSE,FALSE,FALSE
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",67,54.96,77.16,147,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",207,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(64.7,68.4]","5","64.7-68.4",FALSE,FALSE,FALSE
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",58.14,48.76,66.98,131,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",219,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(53.2,58.1]","5","53.2-58.1",FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",67.81,61.71,73.36,339,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",485,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(65.7,69.9]","5","65.7-69.9",FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",56.47,49.92,62.8,258,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",514,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(52.2,56.5]","5","52.2-56.5",FALSE,FALSE,FALSE
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",65.55,51,77.66,122,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",183,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(61,67.2]","5","61.0-67.2",FALSE,FALSE,FALSE
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",49.3,40.68,57.97,118,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",230,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(44.6,49.7]","3","44.6-49.7",FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",63.91,54.65,72.23,233,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",371,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(60.5,64]","4","60.5-64.0",FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",56.38,47.11,65.23,269,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Mecklenburg-Vorpommern",460,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(55.7,60.2]","5","55.7-60.2",FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",53.25,50.46,56.03,1021,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Niedersachsen",2099,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(49.8,53.4]","3","49.8-53.4",FALSE,FALSE,FALSE
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",53.79,51.02,56.53,1044,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Niedersachsen",2096,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(50.9,54.2]","3","50.9-54.2",FALSE,FALSE,FALSE
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",53.65,50.46,56.82,802,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Niedersachsen",1522,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(52.8,57]","3","52.8-57.0",FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",56.51,53.88,59.1,1092,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Niedersachsen",1961,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(55.7,58.4]","4","55.7-58.4",FALSE,FALSE,FALSE
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",55.5,52.2,58.74,951,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Niedersachsen",1778,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(55,57.4]","4","55.0-57.4",FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",52.82,50.46,55.16,2248,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Niedersachsen",4179,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(50.3,53.3]","2","50.3-53.3",FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",61.69,57.67,65.56,554,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Niedersachsen",958,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(59.1,62.8]","4","59.1-62.8",FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",45.15,41.3,49.06,467,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Niedersachsen",1141,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(43,47]","3","43-47.0",FALSE,FALSE,FALSE
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",59,54.97,62.91,537,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Niedersachsen",925,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(58.7,61.1]","3","58.7-61.1",FALSE,FALSE,FALSE
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",48.66,44.81,52.52,507,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Niedersachsen",1171,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(48.4,52.9]","4","48.4-52.9",FALSE,FALSE,FALSE
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",60.09,55.67,64.36,471,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Niedersachsen",780,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(59,63.1]","3","59.0-63.1",FALSE,FALSE,FALSE
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",47.44,42.85,52.07,331,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Niedersachsen",742,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(47.1,51.6]","3","47.1-51.6",FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",65.8,61.97,69.43,591,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Niedersachsen",894,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(65.2,69.3]","5","65.2-69.3",FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",47.66,44.12,51.22,501,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Niedersachsen",1067,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(46.4,50]","3","46.4-50.0",FALSE,FALSE,FALSE
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",64.18,59.4,68.7,554,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Niedersachsen",874,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(61.5,66.2]","5","61.5-66.2",FALSE,FALSE,FALSE
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",47.02,42.57,51.52,397,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Niedersachsen",904,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(44.4,47.2]","2","44.4-47.2",FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",58.14,54.67,61.53,1209,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Niedersachsen",1965,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(57.3,60.4]","3","57.3-60.4",FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",47.55,44.36,50.76,1039,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Niedersachsen",2214,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(45.8,49.7]","2","45.8-49.7",FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",50.58,47.64,53.52,1018,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Niedersachsen",2094,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(46.8,51.7]","3","46.8-51.7",FALSE,FALSE,FALSE
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",52.51,49.6,55.41,1043,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Niedersachsen",2095,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(49.1,52.9]","3","49.1-52.9",FALSE,FALSE,FALSE
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",53.6,50.17,57,802,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Niedersachsen",1521,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(49.9,54.2]","3","49.9-54.2",FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",56.36,53.38,59.29,1092,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Niedersachsen",1961,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(55.2,58.7]","4","55.2-58.7",FALSE,FALSE,FALSE
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",52.45,48.71,56.15,950,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Niedersachsen",1774,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(50.6,53.2]","3","50.6-53.2",FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",52.33,49.41,55.24,2242,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Niedersachsen",4171,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(51.3,54.4]","3","51.3-54.4",FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",59.93,55.64,64.07,551,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Niedersachsen",955,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(55.6,60.2]","3","55.6-60.2",FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",40.81,36.98,44.75,467,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Niedersachsen",1139,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(37.9,43.2]","3","37.9-43.2",FALSE,FALSE,FALSE
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",59.12,54.8,63.3,536,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Niedersachsen",924,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(58.5,61.2]","3","58.5-61.2",FALSE,FALSE,FALSE
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",45.53,41.62,49.5,507,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Niedersachsen",1171,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(41.1,46.1]","3","41.1-46.1",FALSE,FALSE,FALSE
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",61.4,56.78,65.82,471,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Niedersachsen",779,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(61,64.7]","4","61.0-64.7",FALSE,FALSE,FALSE
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",45.18,40.18,50.28,331,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Niedersachsen",742,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(43.4,48.3]","3","43.4-48.3",FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",65.53,61.43,69.41,591,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Niedersachsen",894,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(61.4,65.7]","4","61.4-65.7",FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",47.51,43.26,51.8,501,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Niedersachsen",1067,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(43.6,47.9]","3","43.6-47.9",FALSE,FALSE,FALSE
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",61.7,56.41,66.73,553,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Niedersachsen",873,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(61,67.2]","5","61.0-67.2",FALSE,FALSE,FALSE
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",42.7,37.73,47.82,397,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Niedersachsen",901,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(39.5,44.6]","2","39.5-44.6",FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",57.77,53.9,61.55,1208,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Niedersachsen",1963,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(56.9,60.5]","3","56.9-60.5",FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",46.64,42.25,51.09,1034,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Niedersachsen",2208,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(46.5,51.1]","3","46.5-51.1",FALSE,FALSE,FALSE
